IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
Bharti Infratel Limited,https://www.chittorgarh.com/ipo/bharti_infratel_ipo/360/,EQ,2012-12-11,2012-12-14,2012-12-28,10,220,50,1727600000,7,0,2,0,0,0,0.36,0,0.03,2.84,0.1,0.06,2.84,0.29,0.19,https://www.sebi.gov.in/filings/public-issues/dec-2012/bharti-infratel-limited_24012.html,Indus Towers Limited,,https://www.bseindia.com/stock-share-price/indus-towers-ltd/INDUSTOWER/534816/,INDUSTOWER,https://www.nseindia.com/get-quotes/equity?symbol=INDUSTOWER,INDUSTOWER,https://www.screener.in/company/INDUSTOWER/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534816,
PC Jeweller Limited,https://www.chittorgarh.com/ipo/pc_jeweller_ipo/359/,EQ,2012-12-10,2012-12-12,2012-12-27,10,135,90,6013100000,6,1,1,0,0,0,0,0.11,0.09,0.57,0.28,0.4,7.33,18.12,1.68,https://www.sebi.gov.in/filings/public-issues/dec-2012/pc-jeweller-limited_23991.html,PC Jeweller Limited,https://www.pcjeweller.com,https://www.bseindia.com/stock-share-price/pc-jeweller-ltd/PCJEWELLER/534809/,PCJEWELLER,https://www.nseindia.com/get-quotes/equity?symbol=PCJEWELLER,PCJEWELLER,https://www.screener.in/company/PCJEWELLER/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534809,
Credit Analysis & Research Limited,https://www.chittorgarh.com/ipo/care_ipo/358/,EQ,2012-12-07,2012-12-11,2012-12-26,10,750,20,5399800000,11,0,0,0,0,0,0,0.02,0.24,3.5,0.38,1.79,45.8,110.96,6.18,https://www.sebi.gov.in/filings/public-issues/dec-2012/credit-analysis-and-research-limited-care-_24005.html,CARE Ratings Limited,,https://www.bseindia.com/stock-share-price/care-ratings-ltd/CARERATING/534804/,CARERATING,https://www.nseindia.com/get-quotes/equity?symbol=CARERATING,CARERATING,https://www.screener.in/company/CARERATING/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534804,
Tara Jewels Limited,https://www.chittorgarh.com/ipo/tara_jewels_ipo/356/,EQ,2012-11-21,2012-11-23,2012-12-06,10,230,50,1795000000,1,0,1,0,0,0,0,0,0.1,0,0,0.4,1.49,3.1,2.05,https://www.sebi.gov.in/filings/public-issues/nov-2012/tara-jewels-limited_23854.html,Tara Jewels Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=TARAJEWELS,TARAJEWELS,https://www.screener.in/company/TARAJEWELS/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKS Projects Limited,https://www.chittorgarh.com/ipo/vks_projects_ipo/345/,EQ,2012-06-29,2012-07-04,2012-07-18,10,55,100,550000000,0,0,1,0,0,0,1,0,0,1.15,0.33,0.1,1.15,0.38,1.13,https://www.sebi.gov.in/filings/public-issues/jul-2012/vks-projects-limited_23097.html,VSF Projects Limited,http://www.vsfprojects.com,https://www.bseindia.com/stock-share-price/vsf-projects-ltd/VSFPROJ/519331/,VSFPROJ,,,https://www.screener.in/company/519331/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519331,
Speciality Restaurants Limited,https://www.chittorgarh.com/ipo/speciality_restaurants_ipo/342/,EQ,2012-05-16,2012-05-18,2012-05-30,10,150,40,1760900000,2,0,3,0,0,0,0,0,0.01,0,0,0.05,4.68,2.19,0.55,https://www.sebi.gov.in/filings/public-issues/may-2012/speciality-restaurants-limited_22813.html,Speciality Restaurants Limited,http://www.speciality.co.in,https://www.bseindia.com/stock-share-price/speciality-restaurants-ltd/SPECIALITY/534425/,SPECIALITY,https://www.nseindia.com/get-quotes/equity?symbol=SPECIALITY,SPECIALITY,https://www.screener.in/company/SPECIALITY/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534425,
Tribhovandas Bhimji Zaveri Limited,https://www.chittorgarh.com/ipo/bhimji_zaveri_ipo/339/,EQ,2012-04-24,2012-04-26,2012-05-09,10,120,45,2000000000,1,0,1,0,0,0,0,0.22,0.05,0,0.67,0.19,1.29,1.91,0.68,https://www.sebi.gov.in/filings/public-issues/may-2012/tribhovandas-bhimji-zaveri-limited_22680.html,Tribhovandas Bhimji Zaveri Limited,http://www.tbztheoriginal.com,https://www.bseindia.com/stock-share-price/tribhovandas-bhimji-zaveri-ltd/TBZ/534369/,TBZ,https://www.nseindia.com/get-quotes/equity?symbol=TBZ,TBZ,https://www.screener.in/company/TBZ/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534369,
MT Educare Limited,https://www.chittorgarh.com/ipo/mt_educare_ipo/338/,EQ,2012-03-27,2012-03-29,2012-04-12,10,80,80,990000000,1,0,2,0,0,0,0,3.6,0.06,1.35,3.6,0.15,6.01,8,2.17,https://www.sebi.gov.in/filings/public-issues/apr-2012/mt-educare-limited_22501.html,MT Educare Limited,http://www.mteducare.com,https://www.bseindia.com/stock-share-price/mt-educare-ltd/MTEDUCARE/534312/,MTEDUCARE,https://www.nseindia.com/get-quotes/equity?symbol=MTEDUCARE,MTEDUCARE,https://www.screener.in/company/MTEDUCARE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534312,
National Buildings Construction Corporation Limited,https://www.chittorgarh.com/ipo/nbcc_ipo/337/,EQ,2012-03-22,2012-03-27,2012-04-12,10,106,60,1249700000,3,0,0,0,0,0,0.32,0.03,0.2,0.52,0.03,0.93,7.07,1.7,3.4,https://www.sebi.gov.in/filings/public-issues/apr-2012/national-buildings-construction-corporation-limited_22492.html,NBCC (India) Limited,,https://www.bseindia.com/stock-share-price/nbcc-india-ltd/NBCC/534309/,NBCC,https://www.nseindia.com/get-quotes/equity?symbol=NBCC,NBCC,https://www.screener.in/company/NBCC/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534309,
Olympic Cards Limited,https://www.chittorgarh.com/ipo/olympic_cards_ipo/336/,EQ,2012-03-09,2012-03-13,2012-03-28,10,30,200,233700000,0,0,2,0,0,0,0,0,0.07,0,1.46,0.46,0,3.44,1.36,https://www.sebi.gov.in/filings/public-issues/mar-2012/olympic-cards-limited_22427.html,Olympic Cards Limited,http://www.olympicweddingcards.com; www.oclwed.com,https://www.bseindia.com/stock-share-price/olympic-cards-ltd/OLPCL/534190/,OLPCL,,,https://www.screener.in/company/534190/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534190,
Multi Commodity Exchange of India Limited,https://www.chittorgarh.com/ipo/mcx_ipo/177/,EQ,2012-02-22,2012-02-24,2012-03-09,10,1032,6,6633100000,11,0,0,0,0,0,0.74,0.16,1.5,3.68,1.88,6.91,49.12,150.35,24.14,https://www.sebi.gov.in/filings/public-issues/feb-2012/multi-commodity-exchange-of-india-limited_22139.html,Multi Commodity Exchange of India Limited,http://www.mcxindia.com,https://www.bseindia.com/stock-share-price/multi-commodity-exchange-of-india-ltd/MCX/534091/,MCX,https://www.nseindia.com/get-quotes/equity?symbol=MCX,MCX,https://www.screener.in/company/MCX/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534091,
Just Dial Limited,https://www.chittorgarh.com/ipo/just_dial_ipo/377/,EQ,2013-05-20,2013-05-22,2013-06-05,10,530,25,9191400000,2,0,0,0,0,0,0.72,0,0.14,0.89,0.01,0.7,10.12,22.34,3.53,https://www.sebi.gov.in/filings/public-issues/may-2013/just-dial-limited_24844.html,Just Dial Limited,http://www.justdial.com,https://www.bseindia.com/stock-share-price/just-dial-ltd/JUSTDIAL/535648/,JUSTDIAL,https://www.nseindia.com/get-quotes/equity?symbol=JUSTDIAL,JUSTDIAL,https://www.screener.in/company/JUSTDIAL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535648,
Repco Home Finance Limited,https://www.chittorgarh.com/ipo/repco_home_finance_ipo/369/,EQ,2013-03-13,2013-03-15,2013-04-01,10,172,75,2702300000,3,0,0,0,0,0,0,0,0.01,0,0.01,0.05,3.39,0.35,0.51,https://www.sebi.gov.in/filings/public-issues/apr-2013/repco-home-finance-limited_24555.html,Repco Home Finance Limited,http://www.repcohome.com,https://www.bseindia.com/stock-share-price/repco-home-finance-ltd/REPCOHOME/535322/,REPCOHOME,https://www.nseindia.com/get-quotes/equity?symbol=REPCOHOME,REPCOHOME,https://www.screener.in/company/REPCOHOME/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535322,
V-Mart Retail Limited,https://www.chittorgarh.com/ipo/v_mart_retail_ipo/363/,EQ,2013-02-01,2013-02-05,2013-02-20,10,210,66,944200000,2,0,1,0,0,0,0,0.08,0.02,0,0.08,0.13,1.52,1.39,0.79,https://www.sebi.gov.in/filings/public-issues/feb-2013/v-mart-retail-limited_24337.html,V-Mart Retail Limited,http://www.vmart.co.in,https://www.bseindia.com/stock-share-price/v-mart-retail-ltd/VMART/534976/,VMART,https://www.nseindia.com/get-quotes/equity?symbol=VMART,VMART,https://www.screener.in/company/VMART/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534976,
Monte Carlo Fashions Limited,https://www.chittorgarh.com/ipo/monte_carlo_ipo/437/,EQ,2014-12-03,2014-12-05,2014-12-19,10,645,23,3504300000,6,0,1,0,0,0,0.74,0.03,0.79,1.77,0.07,2.38,13.96,1.71,6.96,https://www.sebi.gov.in/filings/public-issues/dec-2014/monte-carlo-fashions-limited_28676.html,Monte Carlo Fashions Limited,http://www.montecarlocorporate.com,https://www.bseindia.com/stock-share-price/monte-carlo-fashions-ltd/MONTECARLO/538836/,MONTECARLO,https://www.nseindia.com/get-quotes/equity?symbol=MONTECARLO,MONTECARLO,https://www.screener.in/company/MONTECARLO/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538836,
Shemaroo Entertainment Limited,https://www.chittorgarh.com/ipo/shemaroo_ipo/431/,EQ,2014-09-16,2014-09-18,2014-10-01,10,170,85,1200000000,6,0,1,0,0,0,0,0.01,0.53,0.23,0.06,1.77,5.69,8.64,7.79,https://www.sebi.gov.in/filings/public-issues/sep-2014/shemaroo-entertainment-limited_28099.html,Shemaroo Entertainment Limited,http://www.shemarooent.com,https://www.bseindia.com/stock-share-price/shemaroo-entertainment-ltd/SHEMAROO/538685/,SHEMAROO,https://www.nseindia.com/get-quotes/equity?symbol=SHEMAROO,SHEMAROO,https://www.screener.in/company/SHEMAROO/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538685,
Sharda Cropchem Limited,https://www.chittorgarh.com/ipo/sharda_cropchem_ipo/430/,EQ,2014-09-05,2014-09-09,2014-09-23,10,156,90,3518600000,5,0,0,0,0,0,0.04,0.01,0.22,1.72,1.27,1.79,32.06,251.35,5.85,https://www.sebi.gov.in/filings/public-issues/sep-2014/sharda-cropchem-limited_28010.html,Sharda Cropchem Limited,http://www.shardacropchem.com/,https://www.bseindia.com/stock-share-price/sharda-cropchem-ltd/SHARDACROP/538666/,SHARDACROP,https://www.nseindia.com/get-quotes/equity?symbol=SHARDACROP,SHARDACROP,https://www.screener.in/company/SHARDACROP/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538666,
Snowman Logistics Limited,https://www.chittorgarh.com/ipo/snowman_logistics_ipo/428/,EQ,2014-08-26,2014-08-28,2014-09-12,10,47,300,1974000000,8,0,0,0,0,0,0.62,0.34,2.7,1.49,0.82,12.94,16.98,221.79,41.26,https://www.sebi.gov.in/filings/public-issues/sep-2014/snowman-logistics-limited_27909.html,Snowman Logistics Limited,http://www.snowman.in,https://www.bseindia.com/stock-share-price/snowman-logistics-ltd/SNOWMAN/538635/,SNOWMAN,https://www.nseindia.com/get-quotes/equity?symbol=SNOWMAN,SNOWMAN,https://www.screener.in/company/SNOWMAN/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538635,
Wonderla Holidays Limited,https://www.chittorgarh.com/ipo/wonderla_holidays_ipo/418/,EQ,2014-04-21,2014-04-23,2014-09-05,10,125,100,1812500000,3,0,0,0,0,0,0.64,0.21,0.28,0.69,0.53,1.45,16.71,159.04,7.55,https://www.sebi.gov.in/filings/public-issues/may-2014/wonderla-holidays-limited_26845.html,Wonderla Holidays Limited,http://www.wonderla.com,https://www.bseindia.com/stock-share-price/wonderla-holidays-ltd/WONDERLA/538268/,WONDERLA,https://www.nseindia.com/get-quotes/equity?symbol=WONDERLA,WONDERLA,https://www.screener.in/company/WONDERLA/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538268,
Narayana Hrudayalaya Limited,https://www.chittorgarh.com/ipo/narayana_hrudayalaya_ipo/513/,EQ,2015-12-17,2015-12-21,2016-01-06,10,250,60,6130800000,3,0,0,0,0,0,0.01,0.01,0.13,0.46,0.02,0.32,24.43,3.62,1.89,https://www.sebi.gov.in/filings/public-issues/dec-2015/narayana-hrudayalaya-limited_31385.html,Narayana Hrudayalaya Limited,http://www.narayanahealth.org,https://www.bseindia.com/stock-share-price/narayana-hrudayalaya-ltd/NH/539551/,NH,https://www.nseindia.com/get-quotes/equity?symbol=NH,NH,https://www.screener.in/company/NH/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539551,
Alkem Laboratories Limited,https://www.chittorgarh.com/ipo/alkem_laboratories_ipo/512/,EQ,2015-12-08,2015-12-10,2015-12-23,2,1050,14,3477600000,1,0,0,0,0,0,0.41,0.09,0.44,2.33,0.64,1.28,57.19,129.96,3.17,https://www.sebi.gov.in/filings/public-issues/dec-2015/alkem-laboratories-limited_31293.html,Alkem Laboratories Limited,http://www.alkemlabs.com,https://www.bseindia.com/stock-share-price/alkem-laboratories-ltd/ALKEM/539523/,ALKEM,https://www.nseindia.com/get-quotes/equity?symbol=ALKEM,ALKEM,https://www.screener.in/company/ALKEM/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539523,
Dr. Lal PathLabs Limited,https://www.chittorgarh.com/ipo/dr_lal_pathlabs_ipo/511/,EQ,2015-12-08,2015-12-10,2015-12-23,10,550,20,6319100000,1,0,0,0,0,0,1.22,0.39,0.43,6.13,0.57,1.56,63.56,61.28,4.24,https://www.sebi.gov.in/filings/public-issues/dec-2015/dr-lal-pathlabs-limited_31330.html,Dr Lal Pathlabs Limited,http://www.lalpathlabs.com,https://www.bseindia.com/stock-share-price/dr-lal-pathlabs-ltd/LALPATHLAB/539524/,LALPATHLAB,https://www.nseindia.com/get-quotes/equity?symbol=LALPATHLAB,LALPATHLAB,https://www.screener.in/company/LALPATHLAB/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539524,
S H Kelkar & Company Limited,https://www.chittorgarh.com/ipo/s_h_kelkar_ipo/508/,EQ,2015-10-28,2015-10-30,2015-11-16,10,180,80,5081700000,3,0,0,0,0,0,0.42,1.05,0.14,4.68,1.15,0.47,25.55,87.38,1.98,https://www.sebi.gov.in/filings/public-issues/nov-2015/s-h-kelkar-and-company-limited_30963.html,S H Kelkar & Company Limited,http://www.keva.co.in,https://www.bseindia.com/stock-share-price/s-h-kelkar-company-ltd/SHK/539450/,SHK,https://www.nseindia.com/get-quotes/equity?symbol=SHK,SHK,https://www.screener.in/company/SHK/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539450,
InterGlobe Aviation Limited,https://www.chittorgarh.com/ipo/indigo_ipo/492/,EQ,2015-10-27,2015-10-29,2015-11-10,10,765,15,171400000,2,0,1,0,0,0,2.96,0.02,0.05,5.15,0.04,0.18,17.8,3.57,0.92,https://www.sebi.gov.in/filings/public-issues/oct-2015/interglobe-aviation-limited_30864.html,Interglobe Aviation Limited,http://www.goindigo.in,https://www.bseindia.com/stock-share-price/interglobe-aviation-ltd/INDIGO/539448/,INDIGO,https://www.nseindia.com/get-quotes/equity?symbol=INDIGO,INDIGO,https://www.screener.in/company/INDIGO/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539448,
Coffee Day Enterprises Limited,https://www.chittorgarh.com/ipo/cafe_coffee_day_ipo/507/,EQ,2015-10-14,2015-10-16,2015-11-02,10,328,45,1500000000,3,1,3,0,0,0,0.17,0.03,0.16,1.98,0.07,0.33,4.39,0.54,0.9,https://www.sebi.gov.in/filings/public-issues/oct-2015/coffee-day-enterprises-limited_30929.html,Coffee Day Enterprises Limited,http://www.coffeeday.com,https://www.bseindia.com/stock-share-price/coffee-day-enterprises-ltd/COFFEEDAY/539436/,COFFEEDAY,https://www.nseindia.com/get-quotes/equity?symbol=COFFEEDAY,COFFEEDAY,https://www.screener.in/company/COFFEEDAY/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539436,
Sadbhav Infrastructure Project Limited,https://www.chittorgarh.com/ipo/sadbhav_infra_ipo/494/,EQ,2015-08-31,2015-09-02,2015-09-16,10,103,145,4916600000,0,0,1,0,0,0,0,0.42,0.09,0.07,0.45,0.33,3.04,1.66,1.69,https://www.sebi.gov.in/filings/public-issues/aug-2015/sadbhav-infrastructure-project-limited_30545.html,Sadbhav Infrastructure Projects Limited,https://www.sadbhavinfra.co.in,https://www.bseindia.com/stock-share-price/sadbhav-infrastructure-projects-ltd/SADBHIN/539346/,SADBHIN,https://www.nseindia.com/get-quotes/equity?symbol=SADBHIN,SADBHIN,https://www.screener.in/company/SADBHIN/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539346,
Prabhat Dairy Limited,https://www.chittorgarh.com/ipo/prabhat_dairy_ipo/491/,EQ,2015-08-28,2015-09-04,2015-09-21,10,115,102,3561900000,1,0,1,0,0,0,0.29,0,0.05,0.37,0,0.26,0.56,0,0.23,https://www.sebi.gov.in/filings/public-issues/aug-2015/prabhat-dairy-limited_30502.html,Madhyam Agrivet Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PRABHAT,PRABHAT,https://www.screener.in/company/PRABHAT/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Pushkar Chemicals & Fertilisers Limited,https://www.chittorgarh.com/ipo/shree_pushkar_chemicals_ipo/493/,EQ,2015-08-25,2015-08-27,2015-09-10,10,65,200,700000000,1,0,1,0,0,0,0.06,1.72,0.11,0.06,1.76,0.48,0.97,2.09,1.54,https://www.sebi.gov.in/filings/public-issues/aug-2015/shree-pushkar-chemicals-and-fertilisers-limited_30491.html,Shree Pushkar Chemicals & Fertilizers Limited,http://www.shreepushkar.com,https://www.bseindia.com/stock-share-price/shree-pushkar-chemicals-fertilizers-ltd/SHREEPUSHK/539334/,SHREEPUSHK,https://www.nseindia.com/get-quotes/equity?symbol=SHREEPUSHK,SHREEPUSHK,https://www.screener.in/company/SHREEPUSHK/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539334,
Pennar Engineered Building Systems Limited,https://www.chittorgarh.com/ipo/pennar_engineered_ipo/490/,EQ,2015-08-25,2015-08-27,2015-09-10,10,178,80,1561900000,1,0,1,0,0,0,0,0.04,0.03,0,0.04,0.11,2.2,1.44,0.41,https://www.sebi.gov.in/filings/public-issues/aug-2015/pennar-engineered-building-systems-limited-a-href-http-www-sebi-gov-in-cms-sebi-data-attachdocs-pennarcorrigen-pdf-target-blank-style-color-8b0101-corrigendum-to-red-herring-prospectus-a-_30479.html,Pennar Engineered Building Systems Limited(Merged),,,,https://www.nseindia.com/get-quotes/equity?symbol=PENPEBS,PENPEBS,https://www.screener.in/company/PENPEBS/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navkar Corporation Limited,https://www.chittorgarh.com/ipo/navkar_corporation_ipo/488/,EQ,2015-08-24,2015-08-26,2015-09-09,10,155,95,6000000000,8,0,1,0,0,0,0.19,0.02,0.16,0.19,0.02,0.6,6.47,0.9,1.62,https://www.sebi.gov.in/filings/public-issues/aug-2015/navkar-corporation-limited_30465.html,Navkar Corporation Limited,https://www.navkarcorp.com/,https://www.bseindia.com/stock-share-price/navkar-corporation-ltd/NAVKARCORP/539332/,NAVKARCORP,https://www.nseindia.com/get-quotes/equity?symbol=NAVKARCORP,NAVKARCORP,https://www.screener.in/company/NAVKARCORP/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539332,
Power Mech Projects Limited,https://www.chittorgarh.com/ipo/power_mech_projects_ipo/486/,EQ,2015-08-07,2015-08-11,2015-08-26,10,640,20,2732200000,2,0,0,0,0,0,0,0.01,0.13,0.12,0.16,0.77,27.53,133.22,3.42,https://www.sebi.gov.in/filings/public-issues/aug-2015/power-mech-projects-limited_30407.html,Power Mech Projects Limited,https://powermechprojects.com,https://www.bseindia.com/stock-share-price/power-mech-projects-ltd/POWERMECH/539302/,POWERMECH,https://www.nseindia.com/get-quotes/equity?symbol=POWERMECH,POWERMECH,https://www.screener.in/company/POWERMECH/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539302,
Syngene International Limited,https://www.chittorgarh.com/ipo/syngene_international_ipo/481/,EQ,2015-07-27,2015-07-29,2015-08-11,10,250,60,5500000000,9,0,1,0,0,0,0.5,0.04,0.47,1.22,0.16,1.41,51.47,90.24,4.78,https://www.sebi.gov.in/sebi_data/attachdocs/1437128962873.pdf,Syngene International Limited,http://www.syngeneintl.com,https://www.bseindia.com/stock-share-price/syngene-international-ltd/SYNGENE/539268/,SYNGENE,https://www.nseindia.com/get-quotes/equity?symbol=SYNGENE,SYNGENE,https://www.screener.in/company/SYNGENE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539268,
Manpasand Beverages Limited,https://www.chittorgarh.com/ipo/manpasand_beverages_ipo/472/,EQ,2015-06-24,2015-06-26,2015-07-09,10,320,45,4000000000,1,1,1,0,0,0,0,0,0.31,0.45,0.05,0.56,1.98,0.38,1.16,https://investmentbank.kotak.com/downloads/manpasand-beverages-ltd-Prospectus.pdf,Manpasand Beverages Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=MANPASAND,MANPASAND,https://www.screener.in/company/MANPASAND/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC Infratech Limited,https://www.chittorgarh.com/ipo/pnc_infratech_ipo/469/,EQ,2015-05-08,2015-05-12,2015-05-26,10,378,35,4884400000,3,0,2,0,0,0,0,0,0.02,0.21,0.23,0.06,4.51,0.65,0.28,https://www.sebi.gov.in/filings/public-issues/may-2015/pnc-infratech-limited_29851.html,PNC Infratech Limited,http://www.pncinfratech.com,https://www.bseindia.com/stock-share-price/pnc-infratech-ltd/PNCINFRA/539150/,PNCINFRA,https://www.nseindia.com/get-quotes/equity?symbol=PNCINFRA,PNCINFRA,https://www.screener.in/company/PNCINFRA/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539150,
UFO Moviez India Limited,https://www.chittorgarh.com/ipo/ufo_moviez_ipo/468/,EQ,2015-04-28,2015-04-30,2015-05-14,10,625,24,6000000000,6,0,0,0,0,0,0.22,0.04,0.09,0.46,0.17,0.26,4.49,1.17,1.02,https://www.sebi.gov.in/filings/public-issues/may-2015/ufo-moviez-india-limited_29806.html,UFO Moviez India Limited,http://www.ufomoviez.com,https://www.bseindia.com/stock-share-price/ufo-moviez-india-ltd/UFO/539141/,UFO,https://www.nseindia.com/get-quotes/equity?symbol=UFO,UFO,https://www.screener.in/company/UFO/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539141,
