IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
Pranik Logistics Limited,https://www.chittorgarh.com/ipo/pranik-logistics-ipo/1885/,SME,2024-10-10,2024-10-14,2024-10-17,10,77,1600,224700000,1,0,0,0,0,0,0,error,4.57,0,error,8.11,35.67,error,97.21,https://www.sebi.gov.in/filings/public-issues/oct-2024/pranik-logistics-limited_87593.html,Pranik Logistics Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PRANIK,PRANIK,https://www.screener.in/company/PRANIK/,Pranik Logistics,https://ipocentral.in/pranik-logistics-ipo-gmp-review-price/,2024-10-15,15.0,2024-10-16,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiv Texchem Limited,https://www.chittorgarh.com/ipo/shiv-texchem-ipo/1884/,SME,2024-10-08,2024-10-10,2024-10-15,10,166,800,1013500000,1,0,0,0,0,0,3.11,error,4.83,3.22,error,14.54,86.7,error,68.27,https://www.bsesme.com/download/350905/SME_IPO%20Open/Annexure%20I%20Shiv%20Texchem%20Limited_Red%20Herring%20Prospectus_20241003110019.pdf,Shiv Texchem Limited,http://www.shivtexchem.com,https://www.bseindia.com/stock-share-price/shiv-texchem-ltd/SHIVTEXCHEM/544272/,SHIVTEXCHEM,,,https://www.screener.in/company/544272/,Shiv Texchem,https://ipocentral.in/shiv-texchem-ipo-gmp-review-price-allotment/,2024-10-05,40.0,2024-10-07,40.0,2024-10-08,40.0,2024-10-09,35.0,2024-10-10,35.0,2024-10-11,35.0,2024-10-14,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544272,239.0
Khyati Global Ventures Limited,https://www.chittorgarh.com/ipo/khyati-global-ventures-ipo/1882/,SME,2024-10-04,2024-10-08,2024-10-11,10,99,1200,183000000,0,0,1,0,0,0,error,error,4.04,error,error,13.89,error,error,25,https://www.bseindia.com/downloads/ipo/RHP%20&%20GID_041020241725.zip,Khyati Global Ventures Limited,http://www.kgv.co.in,https://www.bseindia.com/stock-share-price/khyati-global-ventures-ltd/KGVL/544270/,KGVL,,,https://www.screener.in/company/544270/,Khyati Global Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544270,105.0
NeoPolitan Pizza & Foods Limited,https://www.chittorgarh.com/ipo/neopolitan-pizza-and-foods-ipo/1880/,SME,2024-09-30,2024-10-04,2024-10-09,10,20,6000,120000000,0,0,0,0,0,0,error,error,5.12,error,error,16.9,error,20.72,42.62,https://www.bsesme.com/download/301453/SME_IPO%20Open/Annexure-1_Prospectus_Neopolitan%20Pizza%20and%20Foods%20Limited_20240925205227.pdf,Neopolitan Pizza and Foods Limited,http://www.neopolitanpizza.in,https://www.bseindia.com/stock-share-price/neopolitan-pizza-and-foods-ltd/NPFL/544269/,NPFL,,,https://www.screener.in/company/544269/,Neopolitan Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544269,19.25
Paramount Dye Tec Limited,https://www.chittorgarh.com/ipo/paramount-dye-tec-ipo/1877/,SME,2024-09-30,2024-10-03,2024-10-08,10,117,1200,284300000,0,0,0,0,0,0,0,error,0.78,0,error,2.82,10.22,error,36.26,https://www.sebi.gov.in/filings/public-issues/oct-2024/paramount-dye-tec-limited_87286.html,Paramount Dye Tec Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PARAMOUNT,PARAMOUNT,https://www.screener.in/company/PARAMOUNT/,Paramount Dye Tec,https://ipocentral.in/paramount-dye-tec-ipo-gmp-review-price-allotment/,2024-10-04,5.0,2024-10-05,5.0,2024-10-07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subam Papers Limited,https://www.chittorgarh.com/ipo/subam-papers-ipo/1878/,SME,2024-09-30,2024-10-03,2024-10-08,10,152,800,937000000,1,0,0,0,0,0,0,error,0.75,0,error,5.47,57.18,error,48.97,https://www.bsesme.com/download/316876/SME_IPO%20Open/01.%20RHP_Subam_20240925215410.pdf,Subam Papers Limited,http://www.subampapers.com,https://www.bseindia.com/stock-share-price/subam-papers-ltd/SUBAM/544267/,SUBAM,,,https://www.screener.in/company/544267/consolidated/,Subam Papers,https://ipocentral.in/subam-papers-ipo-gmp-review-price-allotment/,2024-09-30,35.0,2024-10-01,50.0,2024-10-02,50.0,2024-10-03,50.0,2024-10-04,25.0,2024-10-05,27.0,2024-10-07,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544267,142.0
Saj Hotels Limited,https://www.chittorgarh.com/ipo/saj-hotels-ipo/1871/,SME,2024-09-27,2024-10-01,2024-10-07,10,65,2000,276300000,0,0,0,1,0,1,error,error,1.11,error,error,2.43,error,error,8.65,https://www.sebi.gov.in/filings/public-issues/oct-2024/saj-hotels-limited_87386.html,Saj Hotels Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SAJHOTELS,SAJHOTELS,https://www.screener.in/company/SAJHOTELS/consolidated/,Saj Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVAX Technologies Limited,https://www.chittorgarh.com/ipo/hvax-technologies-ipo/1876/,SME,2024-09-27,2024-10-01,2024-10-07,10,458,300,335300000,0,0,0,0,0,0,0,error,1.79,0,error,4.17,14.02,error,26.69,https://nsearchives.nseindia.com/emerge/corporates/content/HVAXTechnologiesLimited_RHP.pdf,HVAX Technologies Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=HVAX,HVAX,https://www.screener.in/company/HVAX/,HVAX Technologies,https://ipocentral.in/hvax-technologies-ipo-gmp-review-price-allotment/,2024-10-03,10.0,2024-10-04,15.0,2024-10-05,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divyadhan Recycling Industries Limited,https://www.chittorgarh.com/ipo/divyadhan-recycling-industries-ipo/1867/,SME,2024-09-26,2024-09-30,2024-10-04,10,64,2000,241700000,0,0,0,0,0,0,1.86,error,3.42,1.87,error,7.99,29.39,error,32.43,https://archives.nseindia.com/content/ipo/RHP_DIVYADHAN.zip,Divyadhan Recycling Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=DIVYADHAN,DIVYADHAN,https://www.screener.in/company/DIVYADHAN/,Divyadhan Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahasra Electronic Solutions Limited,https://www.chittorgarh.com/ipo/sahasra-electronics-solutions-ipo/1872/,SME,2024-09-26,2024-09-30,2024-10-04,10,283,400,1861600000,1,0,0,0,0,1,6.38,error,5.34,8.6,error,17.42,100.8,error,74.85,https://www.sebi.gov.in/filings/public-issues/oct-2024/sahasra-electronic-solutions-limited_87382.html,Sahasra Electronic Solutions Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SAHASRA,SAHASRA,https://www.screener.in/company/SAHASRA/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Auto International Limited,https://www.chittorgarh.com/ipo/forge-auto-international-ipo/1873/,SME,2024-09-26,2024-09-30,2024-10-04,10,108,1200,311000000,1,0,0,0,0,0,6.55,error,4.47,7.4,error,15.79,20.13,error,61.95,https://archives.nseindia.com/content/ipo/RHP_FORGEAUTO.zip,Forge Auto International Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=FORGEAUTO,FORGEAUTO,https://www.screener.in/company/FORGEAUTO/,Forge Auto International,https://ipocentral.in/forge-auto-international-ipo-gmp-review-price/,2024-09-26,30.0,2024-09-27,35.0,2024-09-28,32.0,2024-09-30,27.0,2024-10-01,20.0,2024-10-02,20.0,2024-10-03,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nexxus Petro Industries Limited,https://www.chittorgarh.com/ipo/nexxus-petro-industries-ipo/1875/,SME,2024-09-26,2024-09-30,2024-10-04,10,105,1200,194300000,0,0,0,1,0,1,error,error,1.3,error,error,3.15,error,error,8.48,https://www.bseindia.com/downloads/ipo/RHP%20&%20GID_250920241744.zip,Nexxus Petro Industries Limited,http://www.nexxusgroup.co.in,https://www.bseindia.com/stock-share-price/nexxus-petro-industries-ltd/NEXXUS/544265/,NEXXUS,,,https://www.screener.in/company/544265/,Nexxus Petro Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544265,126.0
Techera Engineering India Limited,https://www.chittorgarh.com/ipo/techera-engineering-ipo/1868/,SME,2024-09-25,2024-09-27,2024-10-03,10,82,1600,359000000,1,0,0,1,0,0,0,error,3.13,0.27,error,13.56,31.22,error,66.52,https://archives.nseindia.com/content/ipo/RHP_TECHERA.zip,Techera Engineering India Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=TECHERA,TECHERA,https://www.screener.in/company/TECHERA/,TechEra Engineering,https://ipocentral.in/techera-engineering-ipo-gmp-review-price-allotment/,2024-09-20,15.0,2024-09-21,15.0,2024-09-23,13.0,2024-09-24,13.0,2024-09-25,20.0,2024-09-26,20.0,2024-09-27,20.0,2024-09-28,22.0,2024-09-30,22.0,2024-10-01,22.0,2024-10-02,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unilex Colours & Chemicals Limited,https://www.chittorgarh.com/ipo/unilex-colours-and-chemicals-ipo/1869/,SME,2024-09-25,2024-09-27,2024-10-03,10,87,1600,313200000,0,0,0,0,0,0,0,error,1.92,3.64,error,7.29,15.58,error,35.11,https://archives.nseindia.com/content/ipo/RHP_UNILEX.zip,Unilex Colour & Chemical Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=UNILEX,UNILEX,https://www.screener.in/company/UNILEX/,Unilex Colours,https://ipocentral.in/unilex-colours-ipo-gmp-review-price-allotment/,2024-09-26,15.0,2024-09-27,15.0,2024-09-28,15.0,2024-09-30,12.0,2024-10-01,12.0,2024-10-02,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinking Hats Entertainment Solutions Limited,https://www.chittorgarh.com/ipo/thinking-hats-entertainment-solutions-ipo/1870/,SME,2024-09-25,2024-09-27,2024-10-03,10,44,3000,150900000,0,0,0,0,0,0,10.03,error,22.5,20.07,error,90.3,67.67,error,347.64,https://archives.nseindia.com/content/ipo/RHP_THESL.zip,Thinking Hats Entertainment Solutions Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=THESL,THESL,https://www.screener.in/company/THESL/,Thinking Hats Entertainment,https://ipocentral.in/thinking-hats-entertainment-ipo-gmp-review-price/,2024-09-20,10.0,2024-09-21,12.0,2024-09-23,17.0,2024-09-24,22.0,2024-09-25,25.0,2024-09-26,25.0,2024-09-27,28.0,2024-09-28,28.0,2024-09-30,25.0,2024-10-01,25.0,2024-10-02,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOL 3D India Limited,https://www.chittorgarh.com/ipo/wol-3d-ipo/1859/,SME,2024-09-23,2024-09-25,2024-09-30,10,150,1000,255600000,1,0,0,0,0,0,2.07,error,27.91,3.94,error,91.05,101.24,error,368.47,https://hemadmin.hemsecurities.com/images/Files/InvestmentBanking/1299.pdf,WOL 3D India Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=WOL3D,WOL3D,https://www.screener.in/company/WOL3D/,WOL 3D,https://ipocentral.in/wol-3d-ipo-gmp-review-price-allotment/,2024-09-21,45.0,2024-09-23,50.0,2024-09-24,60.0,2024-09-25,64.0,2024-09-26,80.0,2024-09-27,80.0,2024-09-28,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rappid Valves India Limited,https://www.chittorgarh.com/ipo/rappid-valves-india-ipo/1861/,SME,2024-09-23,2024-09-25,2024-09-30,10,222,600,304100000,0,0,0,0,0,0,0,error,4.51,1.04,error,15.96,55.97,error,109.09,https://archives.nseindia.com/content/ipo/RHP_RAPPID.zip,Rappid Valves India Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=RAPPID,RAPPID,https://www.screener.in/company/RAPPID/,Rappid Valves,https://ipocentral.in/rappid-valves-ipo-gmp-review-price-allotment/,2024-09-17,50.0,2024-09-18,50.0,2024-09-19,45.0,2024-09-20,45.0,2024-09-21,45.0,2024-09-23,37.0,2024-09-24,43.0,2024-09-25,50.0,2024-09-26,75.0,2024-09-27,85.0,2024-09-28,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikewo Green Tech Limited,https://www.chittorgarh.com/ipo/bikewo-greentech-ipo/1857/,SME,2024-09-20,2024-09-24,2024-09-27,10,62,2000,240900000,0,0,0,0,0,0,0,error,2.36,1,error,17.57,43.03,error,61.04,https://archives.nseindia.com/content/ipo/RHP_BIKEWO.zip,Bikewo Green Tech Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=BIKEWO,BIKEWO,https://www.screener.in/company/BIKEWO/,BikeWo Green Tech,https://ipocentral.in/bikewo-green-tech-ipo-gmp-review-price-allotment/,2024-09-17,10.0,2024-09-18,10.0,2024-09-19,10.0,2024-09-20,10.0,2024-09-21,10.0,2024-09-23,10.0,2024-09-24,15.0,2024-09-25,20.0,2024-09-26,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD Retail Limited,https://www.chittorgarh.com/ipo/sd-retail-ipo/1858/,SME,2024-09-20,2024-09-24,2024-09-27,10,131,1000,649800000,1,0,0,0,0,0,0.16,error,0.81,0.66,error,15.79,69.84,error,65.25,https://archives.nseindia.com/content/ipo/RHP_SDREAMS.zip,S D Retail Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SDREAMS,SDREAMS,https://www.screener.in/company/SDREAMS/,SD Retail,https://ipocentral.in/sd-retail-ipo-gmp-review-price-allotment/,2024-09-18,15.0,2024-09-19,25.0,2024-09-20,27.0,2024-09-21,35.0,2024-09-23,35.0,2024-09-24,38.0,2024-09-25,30.0,2024-09-26,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Overseas Limited,https://www.chittorgarh.com/ipo/phoenix-overseas-ipo/1860/,SME,2024-09-20,2024-09-24,2024-09-27,10,64,2000,360300000,1,0,0,0,0,1,1.07,error,2.04,1.07,error,35.82,65.74,error,148.43,https://archives.nseindia.com/content/ipo/RHP_PHOGLOBAL.zip,Phoenix Overseas Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PHOGLOBAL,PHOGLOBAL,https://www.screener.in/company/PHOGLOBAL/consolidated/,Phoenix Overseas,https://www.investorgain.com/gmp/phoenix-overseas-ipo/1002/,2024-09-16,10.0,2024-09-17,10.0,2024-09-18,10.0,2024-09-19,10.0,2024-09-20,25.0,2024-09-21,25.0,2024-09-22,25.0,2024-09-23,30.0,2024-09-24,40.0,2024-09-25,40.0,2024-09-26,15.0,2024-09-27,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avi Ansh Textile Limited,https://www.chittorgarh.com/ipo/avi-ansh-textile-ipo/1863/,SME,2024-09-20,2024-09-24,2024-09-27,10,62,2000,259900000,0,0,0,0,0,0,error,error,0.88,error,error,5.8,error,error,11.38,https://archives.nseindia.com/content/ipo/PROSPECTUS_AVIANSH.zip,Avi Ansh Textile Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=AVIANSH,AVIANSH,https://www.screener.in/company/AVIANSH/,Avi Ansh Textile,https://ipocentral.in/avi-ansh-textile-ipo-gmp-review-price-allotment/,2024-09-20,18.0,2024-09-21,15.0,2024-09-23,10.0,2024-09-24,10.0,2024-09-25,8.0,2024-09-26,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalana Ispat Limited,https://www.chittorgarh.com/ipo/kalana-ispat-ipo/1865/,SME,2024-09-19,2024-09-23,2024-09-26,10,66,2000,325900000,0,0,0,0,0,2,error,error,1.39,error,error,7.82,error,error,74.54,https://archives.nseindia.com/content/ipo/PROSPECTUS_KALANA.zip,Kalana Ispat Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=KALANA,KALANA,https://www.screener.in/company/KALANA/,Kalana Ispat,https://ipocentral.in/kalana-ispat-ipo-gmp-review-price-allotment/,2024-09-18,10.0,2024-09-19,10.0,2024-09-20,25.0,2024-09-21,25.0,2024-09-23,25.0,2024-09-24,18.0,2024-09-25,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount Speciality Forgings Limited,https://www.chittorgarh.com/ipo/paramount-speciality-forgings-ipo/1853/,SME,2024-09-17,2024-09-20,2024-09-25,10,59,2000,323400000,0,0,0,1,0,0,1.14,error,5.98,1.47,error,10.52,20.88,220.24,41.35,https://archives.nseindia.com/content/ipo/RHP_PSFL.zip,Paramount Speciality Forgings Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PSFL,PSFL,https://www.screener.in/company/PSFL/,Paramount Speciality Forgings,https://www.investorgain.com/gmp/paramount-speciality-forgings-ipo/995/,2024-09-10,0.0,2024-09-11,0.0,2024-09-12,0.0,2024-09-13,0.0,2024-09-14,0.0,2024-09-15,0.0,2024-09-16,0.0,2024-09-17,0.0,2024-09-18,0.0,2024-09-19,0.0,2024-09-20,10.0,2024-09-21,10.0,2024-09-22,10.0,2024-09-23,10.0,2024-09-24,17.0,2024-09-25,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osel Devices Limited,https://www.chittorgarh.com/ipo/osel-devices-ipo/1854/,SME,2024-09-16,2024-09-19,2024-09-24,10,160,800,706600000,1,0,0,0,0,0,0,error,40.69,0,error,73.92,78.01,321.4,206.07,https://archives.nseindia.com/content/ipo/RHP_OSELDEVICE.zip,OSEL Devices Limited,https://oseldevices.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=OSELDEVICE,OSELDEVICE,https://www.screener.in/company/OSELDEVICE/,Osel Devices,https://ipocentral.in/osel-devices-ipo-gmp-review-price-allotment/,2024-09-11,90.0,2024-09-12,90.0,2024-09-13,110.0,2024-09-14,110.0,2024-09-16,110.0,2024-09-17,110.0,2024-09-18,110.0,2024-09-19,110.0,2024-09-20,110.0,2024-09-21,110.0,2024-09-23,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelatro Limited,https://www.chittorgarh.com/ipo/pelatro-ipo/1856/,SME,2024-09-16,2024-09-19,2024-09-24,10,200,600,559800000,1,0,0,0,0,0,0,error,2.76,0,error,4.54,15.22,55.31,12.58,https://archives.nseindia.com/content/ipo/RHP_PELATRO.zip,Pelatro Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=PELATRO,PELATRO,https://www.screener.in/company/PELATRO/consolidated/,Pelatro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirotech Systems Limited,https://www.chittorgarh.com/ipo/envirotech-systems-ipo/1848/,SME,2024-09-13,2024-09-19,2024-09-24,10,56,2000,302400000,0,0,0,0,0,0,0,error,23.38,3.07,12.05,32.94,68.12,187.14,64.16,https://archives.nseindia.com/content/ipo/RHP_ENVIRO.zip,Envirotech Systems Limited,https://www.envirotechltd.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=ENVIRO,ENVIRO,https://www.screener.in/company/ENVIRO/,Envirotech Systems,https://ipocentral.in/envirotech-systems-ipo-gmp-review-price-allotment/,2024-09-20,25.0,2024-09-23,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deccan Transcon Leasing Limited,https://www.chittorgarh.com/ipo/deccan-transcon-leasing-ipo/1850/,SME,2024-09-13,2024-09-19,2024-09-24,10,108,1200,650600000,1,0,0,0,0,0,2.97,error,49.36,2.97,31.93,69.19,42.07,147.76,127.18,https://archives.nseindia.com/content/ipo/RHP_DECCANTRAN.zip,Deccan Transcon Leasing Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=DECCANTRAN,DECCANTRAN,https://www.screener.in/company/DECCANTRAN/consolidated/,Deccan Transcon,https://ipocentral.in/deccan-transcon-ipo-gmp-review-price-allotment/,2024-09-12,20.0,2024-09-13,27.0,2024-09-14,42.0,2024-09-16,48.0,2024-09-17,52.0,2024-09-18,54.0,2024-09-19,54.0,2024-09-20,54.0,2024-09-21,54.0,2024-09-23,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popular Foundations Limited,https://www.chittorgarh.com/ipo/popular-foundations-ipo/1852/,SME,2024-09-13,2024-09-19,2024-09-24,10,37,3000,198700000,0,0,0,0,0,0,error,error,8.03,error,2.69,11.8,error,3.54,14.89,https://www.bseindia.com/downloads/ipo/PFL_%20RHP%20&%20GID_110920241625.zip,Popular Foundations Limited,http://www.grouppopular.com,https://www.bseindia.com/stock-share-price/popular-foundations-ltd/PFL/544259/,PFL,,,https://www.screener.in/company/544259/,Popular Foundations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544259,37.0
Sodhani Academy of Fintech Enablers Limited,https://www.chittorgarh.com/ipo/sodhani-academy-of-fintech-enablers-ipo/1851/,SME,2024-09-12,2024-09-17,2024-09-23,10,40,3000,61200000,0,0,1,0,0,0,error,error,16.32,error,error,79.22,error,511.34,358.47,https://www.bseindia.com/downloads/ipo/RHP%20&%20GID_110920241409.zip,Sodhani Academy of Fintech Enablers Limited,http://www.safefintech.in,https://www.bseindia.com/stock-share-price/sodhani-academy-of-fintech-enablers-ltd/SAFE/544257/,SAFE,,,https://www.screener.in/company/544257/,Sodhani Academy,https://ipocentral.in/sodhani-academy-ipo-gmp-review-price-allotment/,2024-09-14,12.0,2024-09-16,12.0,2024-09-17,12.0,2024-09-18,15.0,2024-09-19,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544257,53.0
Excellent Wires & Packaging Limited,https://www.chittorgarh.com/ipo/excellent-wires-and-packaging-ipo/1830/,SME,2024-09-11,2024-09-13,2024-09-19,10,90,1600,126000000,0,0,1,0,0,0,error,error,2.25,error,error,6.12,error,error,32,https://archives.nseindia.com/content/ipo/PROSPECTUS_EXCELLENT.zip,Excellent Wires and Packaging Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=EXCELLENT,EXCELLENT,https://www.screener.in/company/EXCELLENT/,Excellent Wires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innomet Advanced Materials Limited,https://www.chittorgarh.com/ipo/innomet-advanced-materials-ipo/1845/,SME,2024-09-11,2024-09-13,2024-09-18,10,100,1200,342400000,1,0,0,0,0,0,error,error,0.85,error,error,10.99,error,error,226.97,https://archives.nseindia.com/content/ipo/PROSPECTUS_INNOMET.zip,Innomet Advanced Materials Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=INNOMET,INNOMET,https://www.screener.in/company/INNOMET/,Innomet Advanced Materials,https://ipocentral.in/innomet-advanced-materials-ipo-gmp-review-price/,2024-09-13,85.0,2024-09-14,90.0,2024-09-16,90.0,2024-09-17,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPP Polymer Limited,https://www.chittorgarh.com/ipo/spp-polymer-ipo/1843/,SME,2024-09-10,2024-09-12,2024-09-17,10,59,2000,244900000,1,0,0,0,0,0,error,error,9.48,error,error,21.13,error,error,59.87,https://archives.nseindia.com/content/ipo/PROSPECTUS_SPPPOLY.zip,SPP Polymer Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SPPPOLY,SPPPOLY,https://www.screener.in/company/SPPPOLY/,SPP Polymer,https://ipocentral.in/spp-polymer-ipo-gmp-review-price-allotment/,2024-09-09,25.0,2024-09-10,20.0,2024-09-11,15.0,2024-09-12,12.0,2024-09-13,12.0,2024-09-14,12.0,2024-09-16,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Ultra Steel Limited,https://www.chittorgarh.com/ipo/aditya-ultra-steel-ipo/1838/,SME,2024-09-09,2024-09-11,2024-09-16,10,62,2000,458800000,1,0,0,0,0,0,0.87,error,4.11,1.01,error,10.39,1.21,error,23.26,https://archives.nseindia.com/content/ipo/RHP_AUSL.zip,Aditya Ultra Steel Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=AUSL,AUSL,https://www.screener.in/company/AUSL/,Aditya Ultra Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubhshree Biofuels Energy Limited,https://www.chittorgarh.com/ipo/shubhshree-biofuels-energy-ipo/1840/,SME,2024-09-09,2024-09-11,2024-09-16,10,119,1200,165600000,1,0,0,0,0,0,0,error,5.19,4.47,error,19.14,31.32,error,135.65,https://archives.nseindia.com/content/ipo/RHP_SHUBHSHREE.zip,Shubhshree Biofuels Energy Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=SHUBHSHREE,SHUBHSHREE,https://www.screener.in/company/SHUBHSHREE/consolidated/,Shubhshree Biofuels,https://ipocentral.in/shubhshree-biofuels-ipo-gmp-review-price-allotment/,2024-09-13,65.0,2024-09-14,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
